time,levle,msg,
2015-10-11 13:52:44,[Warning],Using unique option prefix key_buffer instead of key_buffer_size is deprecated and will be removed in a future release. Please use the full name instead.,
2015-10-11 13:52:44,[Warning],TIMESTAMP with implicit DEFAULT value is deprecated. Please use --explicit_defaults_for_timestamp server option (see documentation for more details).,
2015-10-12 02:43:37,[Warning],WSREP: Failed to report last committed 134340, -4 (Interrupted system call),
2015-10-12 02:44:50,[Warning],WSREP: Failed to report last committed 134594, -4 (Interrupted system call),
2015-10-12 02:45:31,[Warning],WSREP: Failed to report last committed 134722, -4 (Interrupted system call),
2015-10-12 02:46:00,[Warning],WSREP: Failed to report last committed 134827, -4 (Interrupted system call),
2015-10-12 02:56:26,[Warning],WSREP: Failed to report last committed 136839, -4 (Interrupted system call),
2015-10-12 02:57:14,[Warning],WSREP: Failed to report last committed 136964, -4 (Interrupted system call),
2015-10-12 02:57:54,[Warning],WSREP: Failed to report last committed 137093, -4 (Interrupted system call),
2015-10-12 02:58:41,[Warning],WSREP: Failed to report last committed 137223, -4 (Interrupted system call),
2015-10-12 02:59:25,[Warning],WSREP: Failed to report last committed 137353, -4 (Interrupted system call),
2015-10-12 03:00:09,[Warning],WSREP: Failed to report last committed 137480, -4 (Interrupted system call),
2015-10-12 03:00:50,[Warning],WSREP: Failed to report last committed 137606, -4 (Interrupted system call),
2015-10-12 03:03:15,[Warning],WSREP: Failed to report last committed 138063, -4 (Interrupted system call),
2015-10-12 03:03:55,[Warning],WSREP: Failed to report last committed 138191, -4 (Interrupted system call),
2015-10-12 03:06:07,[Warning],WSREP: Failed to report last committed 138577, -4 (Interrupted system call),
2015-10-12 03:07:21,[Warning],WSREP: Failed to report last committed 138878, -4 (Interrupted system call),
2015-10-12 03:12:02,[Warning],WSREP: Failed to report last committed 139551, -4 (Interrupted system call),
2015-10-12 03:12:39,[Warning],WSREP: Failed to report last committed 139655, -4 (Interrupted system call),
2015-10-12 03:13:25,[Warning],WSREP: Failed to report last committed 139755, -4 (Interrupted system call),
2015-10-12 03:14:08,[Warning],WSREP: Failed to report last committed 139854, -4 (Interrupted system call),
2015-10-12 03:14:48,[Warning],WSREP: Failed to report last committed 139975, -4 (Interrupted system call),
2015-10-12 03:15:35,[Warning],WSREP: Failed to report last committed 140104, -4 (Interrupted system call),
2015-10-12 03:16:20,[Warning],WSREP: Failed to report last committed 140232, -4 (Interrupted system call),
2015-10-12 03:18:19,[Warning],WSREP: Failed to report last committed 140615, -4 (Interrupted system call),
2015-10-12 03:18:56,[Warning],WSREP: Failed to report last committed 140744, -4 (Interrupted system call),
2015-10-12 03:19:37,[Warning],WSREP: Failed to report last committed 140871, -4 (Interrupted system call),
2015-10-12 03:21:00,[Warning],WSREP: Failed to report last committed 141128, -4 (Interrupted system call),
2015-10-12 03:21:59,[Warning],WSREP: Failed to report last committed 141260, -4 (Interrupted system call),
2015-10-12 03:23:55,[Warning],WSREP: Failed to report last committed 141652, -4 (Interrupted system call),
2015-10-12 03:24:27,[Warning],WSREP: Failed to report last committed 141768, -4 (Interrupted system call),
2015-10-12 03:25:10,[Warning],WSREP: Failed to report last committed 141898, -4 (Interrupted system call),
2015-10-12 03:26:34,[Warning],WSREP: Failed to report last committed 142153, -4 (Interrupted system call),
2015-10-12 03:27:16,[Warning],WSREP: Failed to report last committed 142284, -4 (Interrupted system call),
2015-10-12 03:27:59,[Warning],WSREP: Failed to report last committed 142409, -4 (Interrupted system call),
2015-10-12 03:28:43,[Warning],WSREP: Failed to report last committed 142543, -4 (Interrupted system call),
2015-10-12 03:29:28,[Warning],WSREP: Failed to report last committed 142675, -4 (Interrupted system call),
2015-10-12 03:31:53,[Warning],WSREP: Failed to report last committed 143240, -4 (Interrupted system call),
2015-10-12 03:41:59,[Warning],WSREP: Failed to report last committed 144574, -4 (Interrupted system call),
2015-10-12 03:42:38,[Warning],WSREP: Failed to report last committed 144686, -4 (Interrupted system call),
2015-10-12 03:43:56,[Warning],WSREP: Failed to report last committed 144909, -4 (Interrupted system call),
2015-10-12 03:45:14,[Warning],WSREP: Failed to report last committed 145135, -4 (Interrupted system call),
2015-10-12 03:45:27,[Warning],WSREP: Failed to report last committed 145171, -4 (Interrupted system call),
2015-10-12 03:46:14,[Warning],WSREP: Failed to report last committed 145280, -4 (Interrupted system call),
2015-10-12 03:46:51,[Warning],WSREP: Failed to report last committed 145396, -4 (Interrupted system call),
2015-10-12 03:47:32,[Warning],WSREP: Failed to report last committed 145525, -4 (Interrupted system call),
2015-10-12 03:48:52,[Warning],WSREP: Failed to report last committed 145782, -4 (Interrupted system call),
2015-10-12 03:49:42,[Warning],WSREP: Failed to report last committed 145939, -4 (Interrupted system call),
2015-10-12 03:50:25,[Warning],WSREP: Failed to report last committed 146067, -4 (Interrupted system call),
2015-10-12 03:51:48,[Warning],WSREP: Failed to report last committed 146324, -4 (Interrupted system call),
2015-10-12 03:52:25,[Warning],WSREP: Failed to report last committed 146451, -4 (Interrupted system call),
2015-10-12 03:53:06,[Warning],WSREP: Failed to report last committed 146579, -4 (Interrupted system call),
2015-10-12 03:53:45,[Warning],WSREP: Failed to report last committed 146707, -4 (Interrupted system call),
2015-10-12 03:55:44,[Warning],WSREP: Failed to report last committed 147090, -4 (Interrupted system call),
2015-10-12 03:56:21,[Warning],WSREP: Failed to report last committed 147224, -4 (Interrupted system call),
2015-10-12 03:58:17,[Warning],WSREP: Failed to report last committed 147603, -4 (Interrupted system call),
2015-10-12 03:59:00,[Warning],WSREP: Failed to report last committed 147731, -4 (Interrupted system call),
2015-10-12 03:59:41,[Warning],WSREP: Failed to report last committed 147861, -4 (Interrupted system call),
2015-10-12 04:00:19,[Warning],WSREP: Failed to report last committed 147986, -4 (Interrupted system call),
2015-10-12 04:01:34,[Warning],WSREP: Failed to report last committed 148243, -4 (Interrupted system call),
2015-10-12 04:02:18,[Warning],WSREP: Failed to report last committed 148373, -4 (Interrupted system call),
2015-10-12 04:02:56,[Warning],WSREP: Failed to report last committed 148502, -4 (Interrupted system call),
2015-10-12 04:04:06,[Warning],WSREP: Failed to report last committed 148755, -4 (Interrupted system call),
2015-10-12 04:04:44,[Warning],WSREP: Failed to report last committed 148886, -4 (Interrupted system call),
2015-10-12 04:05:54,[Warning],WSREP: Failed to report last committed 149115, -4 (Interrupted system call),
2015-10-12 04:07:09,[Warning],WSREP: Failed to report last committed 149356, -4 (Interrupted system call),
2015-10-12 04:08:00,[Warning],WSREP: Failed to report last committed 149483, -4 (Interrupted system call),
2015-10-12 04:08:37,[Warning],WSREP: Failed to report last committed 149609, -4 (Interrupted system call),
2015-10-12 04:09:54,[Warning],WSREP: Failed to report last committed 149867, -4 (Interrupted system call),
2015-10-12 04:11:08,[Warning],WSREP: Failed to report last committed 150124, -4 (Interrupted system call),
2015-10-12 04:11:46,[Warning],WSREP: Failed to report last committed 150250, -4 (Interrupted system call),
2015-10-12 04:12:22,[Warning],WSREP: Failed to report last committed 150377, -4 (Interrupted system call),
2015-10-12 04:14:21,[Warning],WSREP: Failed to report last committed 150796, -4 (Interrupted system call),
2015-10-12 04:14:58,[Warning],WSREP: Failed to report last committed 150898, -4 (Interrupted system call),
2015-10-12 04:15:56,[Warning],WSREP: Failed to report last committed 151091, -4 (Interrupted system call),
2015-10-12 04:18:55,[Warning],WSREP: Failed to report last committed 151654, -4 (Interrupted system call),
2015-10-12 04:41:55,[Warning],WSREP: Failed to report last committed 156100, -4 (Interrupted system call),
2015-10-12 04:41:59,[Warning],WSREP: Failed to report last committed 156112, -4 (Interrupted system call),
2015-10-12 04:42:03,[Warning],WSREP: Failed to report last committed 156119, -4 (Interrupted system call),
2015-10-12 04:42:43,[Warning],WSREP: Failed to report last committed 156243, -4 (Interrupted system call),
2015-10-12 04:44:08,[Warning],WSREP: Failed to report last committed 156497, -4 (Interrupted system call),
2015-10-12 04:44:49,[Warning],WSREP: Failed to report last committed 156624, -4 (Interrupted system call),
2015-10-12 04:45:33,[Warning],WSREP: Failed to report last committed 156753, -4 (Interrupted system call),
2015-10-12 04:46:20,[Warning],WSREP: Failed to report last committed 156882, -4 (Interrupted system call),
2015-10-12 04:47:00,[Warning],WSREP: Failed to report last committed 157009, -4 (Interrupted system call),
2015-10-12 04:47:39,[Warning],WSREP: Failed to report last committed 157140, -4 (Interrupted system call),
2015-10-12 04:50:42,[Warning],WSREP: Failed to report last committed 157680, -4 (Interrupted system call),
2015-10-12 04:51:19,[Warning],WSREP: Failed to report last committed 157809, -4 (Interrupted system call),
2015-10-12 04:53:47,[Warning],WSREP: Failed to report last committed 158319, -4 (Interrupted system call),
2015-10-12 04:55:01,[Warning],WSREP: Failed to report last committed 158556, -4 (Interrupted system call),
2015-10-12 04:55:41,[Warning],WSREP: Failed to report last committed 158684, -4 (Interrupted system call),
2015-10-12 04:56:22,[Warning],WSREP: Failed to report last committed 158814, -4 (Interrupted system call),
2015-10-12 04:57:04,[Warning],WSREP: Failed to report last committed 158942, -4 (Interrupted system call),
2015-10-12 04:57:45,[Warning],WSREP: Failed to report last committed 159071, -4 (Interrupted system call),
2015-10-12 04:58:30,[Warning],WSREP: Failed to report last committed 159201, -4 (Interrupted system call),
2015-10-12 04:59:13,[Warning],WSREP: Failed to report last committed 159326, -4 (Interrupted system call),
2015-10-12 05:00:31,[Warning],WSREP: Failed to report last committed 159588, -4 (Interrupted system call),
2015-10-12 05:01:52,[Warning],WSREP: Failed to report last committed 159836, -4 (Interrupted system call),
2015-10-12 05:02:32,[Warning],WSREP: Failed to report last committed 159965, -4 (Interrupted system call),
2015-10-12 05:06:03,[Warning],WSREP: Failed to report last committed 160645, -4 (Interrupted system call),
2015-10-12 05:06:44,[Warning],WSREP: Failed to report last committed 160789, -4 (Interrupted system call),
2015-10-12 05:12:44,[Warning],WSREP: Failed to report last committed 161754, -4 (Interrupted system call),
2015-10-12 05:13:23,[Warning],WSREP: Failed to report last committed 161858, -4 (Interrupted system call),
2015-10-12 05:14:04,[Warning],WSREP: Failed to report last committed 161962, -4 (Interrupted system call),
2015-10-12 05:14:49,[Warning],WSREP: Failed to report last committed 162079, -4 (Interrupted system call),
2015-10-12 05:15:24,[Warning],WSREP: Failed to report last committed 162208, -4 (Interrupted system call),
2015-10-12 05:16:37,[Warning],WSREP: Failed to report last committed 162463, -4 (Interrupted system call),
2015-10-12 05:18:14,[Warning],WSREP: Failed to report last committed 162795, -4 (Interrupted system call),
2015-10-12 05:23:24,[Warning],WSREP: Failed to report last committed 163838, -4 (Interrupted system call),
2015-10-12 05:24:03,[Warning],WSREP: Failed to report last committed 163953, -4 (Interrupted system call),
2015-10-12 05:26:06,[Warning],WSREP: Failed to report last committed 164340, -4 (Interrupted system call),
2015-10-12 05:26:47,[Warning],WSREP: Failed to report last committed 164467, -4 (Interrupted system call),
2015-10-12 05:28:03,[Warning],WSREP: Failed to report last committed 164733, -4 (Interrupted system call),
2015-10-12 05:28:49,[Warning],WSREP: Failed to report last committed 164867, -4 (Interrupted system call),
2015-10-12 05:29:30,[Warning],WSREP: Failed to report last committed 165008, -4 (Interrupted system call),
2015-10-12 05:30:11,[Warning],WSREP: Failed to report last committed 165146, -4 (Interrupted system call),
2015-10-12 05:30:53,[Warning],WSREP: Failed to report last committed 165282, -4 (Interrupted system call),
2015-10-12 05:31:38,[Warning],WSREP: Failed to report last committed 165427, -4 (Interrupted system call),
2015-10-12 05:33:33,[Warning],WSREP: Failed to report last committed 165832, -4 (Interrupted system call),
2015-10-12 05:34:15,[Warning],WSREP: Failed to report last committed 165970, -4 (Interrupted system call),
2015-10-12 05:36:21,[Warning],WSREP: Failed to report last committed 166375, -4 (Interrupted system call),
2015-10-12 05:42:43,[Warning],WSREP: Failed to report last committed 166922, -4 (Interrupted system call),
2015-10-12 05:44:43,[Warning],WSREP: Failed to report last committed 167252, -4 (Interrupted system call),
2015-10-12 05:45:58,[Warning],WSREP: Failed to report last committed 167470, -4 (Interrupted system call),
2015-10-12 05:46:43,[Warning],WSREP: Failed to report last committed 167598, -4 (Interrupted system call),
2015-10-12 05:48:38,[Warning],WSREP: Failed to report last committed 167982, -4 (Interrupted system call),
2015-10-12 05:49:19,[Warning],WSREP: Failed to report last committed 168111, -4 (Interrupted system call),
2015-10-12 05:50:08,[Warning],WSREP: Failed to report last committed 168237, -4 (Interrupted system call),
2015-10-12 05:50:51,[Warning],WSREP: Failed to report last committed 168369, -4 (Interrupted system call),
2015-10-12 05:51:29,[Warning],WSREP: Failed to report last committed 168494, -4 (Interrupted system call),
2015-10-12 05:53:05,[Warning],WSREP: Failed to report last committed 168752, -4 (Interrupted system call),
2015-10-12 05:53:50,[Warning],WSREP: Failed to report last committed 168879, -4 (Interrupted system call),
2015-10-12 05:54:28,[Warning],WSREP: Failed to report last committed 169008, -4 (Interrupted system call),
2015-10-12 05:55:49,[Warning],WSREP: Failed to report last committed 169273, -4 (Interrupted system call),
2015-10-12 05:56:27,[Warning],WSREP: Failed to report last committed 169403, -4 (Interrupted system call),
2015-10-12 05:58:22,[Warning],WSREP: Failed to report last committed 169814, -4 (Interrupted system call),
2015-10-12 05:58:58,[Warning],WSREP: Failed to report last committed 169960, -4 (Interrupted system call),
2015-10-12 05:59:35,[Warning],WSREP: Failed to report last committed 170114, -4 (Interrupted system call),
